RT @USER : @USER I 'm convinced he would of beaten terminal cancer if it was n't for her :grinning_squinting_face:	False	False
The blatant religious interference by the ACL and this guy are the cancer on the supposedly secular society of Australia #AusVotes2022 #ausvotes22 #ausvotes HTTPURL	False	False
I had to witness my 74 year old mother in tears today tell me that @USER wants her to die . She asked me if the denial was because her last name is Hernandez . :crying_face: What do I tell her ? @USER @USER	False	False
@USER Hey Sid , good to see you back on here , and good to get a legitimate Follower . Yes , Susan said it was pancriatic cancer .	False	False
@USER He play the biggest game , destroying pedophiles and people who are cancer for this world . All are speaking about Putin , but if Medvedev come he will destroy them faster .	False	False
The Republicans AND the Democrats did this .	False	False
So sad to hear this . I know how bad this can be after losing a grandfather to prostate cancer :crying_face:	False	False
@USER If as is suggested he has cancer then he has nothing to lose by pressing the nuclear button it will be WW3 if Europe moves in and we will all pay the price . I agree it 's heartbreaking to see what 's happening but Putin has us over a barrel I believe my opinion of course	False	False
5H scorpio mars , so when i get no bitches ? :crying_face: :crying_face: :crying_face: definitely the root of my depression	False	False
" We are honored to announce our " " World Congress on Diabetes and Endocrinology " " which will be a Hybrid conference conducted in July 28-29 , 2022 in London with a stellar line-up of speakers .	False	False
RT @USER : i still cant believe that Chadwick Boseman the Black panther died :broken_heart: wakanda cancer was it ? ? :thinking_face:	False	False
@USER When does the Great Depression begin ?	False	False
RT @USER : [ 146k > 112k = 34 kgs lost ] ( 3 years ) . Lost nearly 35kg of the 47kg i put on post thyroid cancer treatment several years ago . K ...	True	False
RT @USER : So proud to that Labor matched this !	False	False
Liberals are a cancer HTTPURL	False	False
@USER It 's cancer and he 's 30 . He 's not God .	False	False
Roundup Lawsuits : About Roundup Cancer Problems HTTPURL	False	False
@USER I 'm a cancer survivor . Fuck it so hard !	True	False
RT @USER : DISNEY : NOW NOT JUST A FIGURATIVE CANCER ON THE LAND . Two Disney-branded hand sanitizers recalled ... HTTPURL ...	False	False
Dread it , run from it , KL Depression Rahul returns	False	False
@USER Bingo ... They closed so many PP clinics in Tx that birth rate amongst the poor has spiked & the maternity mortality rate has DOUBLED . The morons do n't understand that pregnancy can kill a woman & the fetus . Ectopic can kill , Pre enclampsia can kill , gestational diabetes can kill !	True	True
With the help of a few conversations and some time exercising mental tools , I 'm feeling a lot better . I 'm excited for what the rest of my day has for me .	False	False
@USER @USER @USER Nope ! My partner , her kids , my kids , my parents , my Nan who 's in her 80 ' s and diabetic , my boss who is 70 , many other people at work and many others that I cba to list , I 've had it myself 3 times . All had a cold and all still here ! !	False	False
RT @USER : One of the things to help you to overcome deep depression is high productivity , get your mind / hands engaged , go out & meet ...	True	True
This is heavy . People may be going through hell and still manage to wear a smile as if all is well.This is why we ... HTTPURL	False	False
RT @USER : @USER Private insurance will exclude all pre-existing conditions-whatever they may be ! That 's why anyone w diabetes ...	False	True
The consequences of building a cancer	False	False
@USER Is stealing prosperity similar to stealing money from a charity for kids with cancer ? Ask your brother , he 'd know .	False	False
@USER @USER I get excited ( maybe not the best choice of words ) when I see someone around my age in the cancer center . I stare at them trying to make eye contact . Really weird , I know .	False	False
RT @USER : Feelings of anxiety and depression can affect us all . If you need help with your mental health , you can refer yourself , ...	False	False
@USER i hope we will get a scene like we got after andy found out that pruitt ‘ s cancer is back	False	False
RT @USER : Are you ready to shop some high quality organic certified :hot_beverage: Alpine coffee ! :hot_beverage: :hot_beverage: Helps you loose weight :hot_beverage: 100 % brain hea ...	True	False
@USER @USER We 're being maligned by many of you who are too young to have had relatives who lived through two World Wars , fought in one against soldiers of an actual Nazi leader , suffered a Great Depression , helped those who have escaped dictatorships ... and we know we are not the tyrants .	False	False
@USER who needs bitches when you got valorant and depression :zany_face:	False	False
" This online workshop is relevant to anyone who intends to improve sleep quality , reduce depression & anxiety and enhance the quality of life .	True	True
@USER Cancer is cancer . Republicans OTOH are fouled wet wipes .	False	False
@USER With cancer , or limb loss , or people who are paralysed should n't be given a diagnosis , so why should people with depression , ADHD , autism , bipolar or any other mental health condition or neurodivergance be denied the right to know what 's happening to them , to understand tbc	False	False
So bored and back to sleeping all day ... hello depression , welcome back	False	False
RT @USER : Think they made new rules for whom is in the vulnerable category for #covidbooster jabs . Why ? Someone told me that the ...	False	False
@USER what a better way to celebrate your huge news than by helping my sweet girl ! ! <3 #Gofundme #shesworthit #cantlivewithouther #shesmyworld	False	False
@USER Reach out to the cancer society , or the American lung Society ( ? ) whatever type you have	False	False
What 's this rumor about Putin being treated for thyroid cancer ? Thyroid cancer tends to be caused by exposure to radiation , btw ...	False	False
Here 's your monthly horoscope , Cancer . The universe express you 're feeling cranky . There is a certain allure to your spirit . You have obstructions in your fate . Act with honesty . HTTPURL	False	False
The sentinel nodes are the first few lymph nodes into which a tumor drains . A biopsy of the nearest #LymphNode to a primary tumor can help determine if cancer has spread . Learn more : HTTPURL HTTPURL	True	True
RT @USER : @USER @USER @USER @USER I know your frustration . Our teen daughter had a thyroid nodule ...	True	False
It 's an endless sequence .. A feasts on b feasts on c and so on and so forth .. On and on it goes .. Forever and ev ... HTTPURL	False	False
Imagine if you will , your doctor prescribes food instead of pills to lower your blood pressure .	False	False
RT @USER : Pogbas house got broken into , he came out and said he suffered with depression yet the country never came out and backed ...	False	False
Explains why I 've never been depressed . :zany_face: :mushroom:	False	False
@USER Lmfao they are literally UNIFYING . If Valdez was really scared he 'd say he 's going through depression , fake an injury , and make some shit up	False	False
" @USER @USER @USER @USER @USER @USER @USER Tubby Hooligan awarded Freedom of Dublin by @USER against will of the Irish people .	False	False
@USER Did They Find Any Vaccine For Cancer ?	False	False
" So I 've mentioned that I use art to combat anxiety and depression . But today I need a title more help , so I did an ice bath for 10 minutes . This #8bit is a representation of what I saw when I looked up and closed my eyes ...	True	False
@USER So you think in you immaturity that you can cure diabetes hypertension and depression and pop up hospitals all over the state . Whats more 400k births will be in TX as opposed to 60k abortion and 80k mothers dying So you want to concede the 60k deaths thinking it will prevent 80k	False	False
RT @USER : Today I 'm at a TYA cancer education day with @USER supported by all the charities in NI who work in TYA cancer care @USER ...	False	False
" This is not just Albert Pujols . It 's incredibly common for men to tap out of a relationship or marriage of years ( and even decades ) if they have to do any caretaking at all .	False	False
Introduction to my Lymphoma cancer journey #Lymphoma #HodgkinsLymphoma [ Video ] HTTPURL	False	False
@USER That explains the brain cancer ...	False	False
@USER @USER No one beats up a diabetic for shooting insulinNo one is out there stealing crutches from people ... HTTPURL	False	False
hell probably , wbu ?	False	False
#depression is not a state of mind . It is a #mentalillness that can be debilitating & can be seen on an #mri , just like any other #sickness Stay #strong . You can overcome this ! #mentalhealth #mentalhealthawareness #mentalhealthmatters #staystrong #drchriscarreira HTTPURL	True	True
@USER He 's also diabetic n epileptic :pleading_face:	False	False
@USER Is it possible that the vaccine gave you cancer ?	False	False
@USER @USER I have diabetes	True	False
RT @USER : This study finds that viruses , UV radiation exposure , and immunosuppression are associated with the development of skin cancer ...	True	True
seasonal depression HTTPURL	False	False
like im gonna do it i dont want skin cancer but i 'll complain the whole fucking time and say im never going outside ... HTTPURL	False	False
RT @USER : Please vote for my kitty ! #cancer #rescued #asthma #cats #vote HTTPURL	False	False
" If you 're struggling with difficult emotions like stress and anxiety , or living with depression , you can refer yourself to Community Living Well - you do n't need to see your GP first .	False	False
Just a reminder to avoid disappointment and depression expect nothing from nobody .	False	False
@USER That 's called depression	False	False
@USER Cancer research HTTPURL	False	False
RT @USER : Sending love to you all on this Ramadan . :folded_hands: #ramadan #family #breastcancer HTTPURL	False	False
" @USER I for one am fine with men having men 's only toilets , hospital wards , rape counselling groups , changing rooms , saunas , prisons and men 's cancer groups .	False	False
